,mean,std,best
qlearning_pso,95.46931090670199,47.75492287556131,2.545513257246057e-05
pso,301.51902314667785,74.95414992080711,219.891110020168
ga,101.62585132381636,88.37558114139271,0.6243627590564529
iterative_local_search,378.7313367112656,16.87355112351977,357.32235480930046
simulated_annealing,787.1979353276744,222.96742416620017,568.6682232989897
